在多倍消耗模式下，各多倍策略pt收益从大到小排名

原始的全一倍排名506

说明：排名是按平均pt排从高到低
倍数分别为r1~r5使用的倍数
可获得pt为这一轮打完后预计获得的pt
消耗LP是这一轮消耗的LP
平均每LP获得pt就是前面两个数相除
可以在浏览器中使用Ctrl+F，在出现的输入框里输入你想要的倍数序列查看排名（格式：a,b,c,d,e，取值在1~4之间，逗号别省）

排名：119,倍数：1,3,2,1,4,可获得pt:5672,消耗LP:275,平均每LP获得pt:20.625455
排名：120,倍数：1,2,3,2,3,可获得pt:5672,消耗LP:275,平均每LP获得pt:20.625455
排名：121,倍数：1,1,4,3,2,可获得pt:5672,消耗LP:275,平均每LP获得pt:20.625455
排名：122,倍数：3,1,2,4,4,可获得pt:7218,消耗LP:350,平均每LP获得pt:20.622857
排名：123,倍数：2,3,1,4,4,可获得pt:7218,消耗LP:350,平均每LP获得pt:20.622857
排名：124,倍数：2,2,3,3,4,可获得pt:7217,消耗LP:350,平均每LP获得pt:20.620000
排名：125,倍数：2,1,4,4,3,可获得pt:7217,消耗LP:350,平均每LP获得pt:20.620000
排名：126,倍数：1,4,2,3,4,可获得pt:7217,消耗LP:350,平均每LP获得pt:20.620000
排名：127,倍数：1,3,3,4,3,可获得pt:7217,消耗LP:350,平均每LP获得pt:20.620000
排名：128,倍数：1,3,4,2,4,可获得pt:7216,消耗LP:350,平均每LP获得pt:20.617143
排名：129,倍数：1,4,4,4,4,可获得pt:8761,消耗LP:425,平均每LP获得pt:20.614118
排名：130,倍数：3,1,1,3,4,可获得pt:6179,消耗LP:300,平均每LP获得pt:20.596667
排名：131,倍数：2,2,1,4,3,可获得pt:6179,消耗LP:300,平均每LP获得pt:20.596667
排名：132,倍数：2,1,1,2,3,可获得pt:4634,消耗LP:225,平均每LP获得pt:20.595556
排名：133,倍数：1,2,1,3,2,可获得pt:4634,消耗LP:225,平均每LP获得pt:20.595556
排名：134,倍数：1,1,2,4,1,可获得pt:4634,消耗LP:225,平均每LP获得pt:20.595556
排名：135,倍数：3,1,3,4,4,可获得pt:7723,消耗LP:375,平均每LP获得pt:20.594667
排名：136,倍数：2,3,2,4,4,可获得pt:7723,消耗LP:375,平均每LP获得pt:20.594667
排名：137,倍数：2,2,2,2,4,可获得pt:6178,消耗LP:300,平均每LP获得pt:20.593333
排名：138,倍数：2,1,3,3,3,可获得pt:6178,消耗LP:300,平均每LP获得pt:20.593333
排名：139,倍数：1,4,1,2,4,可获得pt:6178,消耗LP:300,平均每LP获得pt:20.593333
排名：140,倍数：1,3,2,3,3,可获得pt:6178,消耗LP:300,平均每LP获得pt:20.593333
排名：141,倍数：1,2,3,4,2,可获得pt:6178,消耗LP:300,平均每LP获得pt:20.593333
排名：142,倍数：1,1,1,1,2,可获得pt:3089,消耗LP:150,平均每LP获得pt:20.593333
排名：143,倍数：2,2,4,3,4,可获得pt:7722,消耗LP:375,平均每LP获得pt:20.592000
排名：144,倍数：1,4,3,3,4,可获得pt:7722,消耗LP:375,平均每LP获得pt:20.592000
排名：145,倍数：1,3,4,4,3,可获得pt:7722,消耗LP:375,平均每LP获得pt:20.592000
排名：146,倍数：1,2,2,1,3,可获得pt:4633,消耗LP:225,平均每LP获得pt:20.591111
排名：147,倍数：1,1,3,2,2,可获得pt:4633,消耗LP:225,平均每LP获得pt:20.591111
排名：148,倍数：2,1,4,1,4,可获得pt:6177,消耗LP:300,平均每LP获得pt:20.590000
排名：149,倍数：1,3,3,1,4,可获得pt:6177,消耗LP:300,平均每LP获得pt:20.590000
排名：150,倍数：1,2,4,2,3,可获得pt:6177,消耗LP:300,平均每LP获得pt:20.590000
排名：151,倍数：3,1,4,4,4,可获得pt:8228,消耗LP:400,平均每LP获得pt:20.570000
排名：152,倍数：2,3,3,4,4,可获得pt:8228,消耗LP:400,平均每LP获得pt:20.570000
排名：153,倍数：1,4,4,3,4,可获得pt:8227,消耗LP:400,平均每LP获得pt:20.567500
排名：154,倍数：3,1,2,3,4,可获得pt:6684,消耗LP:325,平均每LP获得pt:20.566154
排名：155,倍数：2,3,1,3,4,可获得pt:6684,消耗LP:325,平均每LP获得pt:20.566154
排名：156,倍数：2,2,2,4,3,可获得pt:6684,消耗LP:325,平均每LP获得pt:20.566154
排名：157,倍数：1,4,1,4,3,可获得pt:6684,消耗LP:325,平均每LP获得pt:20.566154
排名：158,倍数：2,2,3,2,4,可获得pt:6683,消耗LP:325,平均每LP获得pt:20.563077
排名：159,倍数：2,1,4,3,3,可获得pt:6683,消耗LP:325,平均每LP获得pt:20.563077
排名：160,倍数：1,4,2,2,4,可获得pt:6683,消耗LP:325,平均每LP获得pt:20.563077
排名：161,倍数：1,3,3,3,3,可获得pt:6683,消耗LP:325,平均每LP获得pt:20.563077
排名：162,倍数：1,2,4,4,2,可获得pt:6683,消耗LP:325,平均每LP获得pt:20.563077
排名：163,倍数：2,1,1,4,2,可获得pt:5140,消耗LP:250,平均每LP获得pt:20.560000
排名：164,倍数：1,3,4,1,4,可获得pt:6682,消耗LP:325,平均每LP获得pt:20.560000
排名：165,倍数：2,2,1,1,4,可获得pt:5139,消耗LP:250,平均每LP获得pt:20.556000
排名：166,倍数：2,1,2,2,3,可获得pt:5139,消耗LP:250,平均每LP获得pt:20.556000
排名：167,倍数：1,3,1,2,3,可获得pt:5139,消耗LP:250,平均每LP获得pt:20.556000
排名：168,倍数：1,2,2,3,2,可获得pt:5139,消耗LP:250,平均每LP获得pt:20.556000
排名：169,倍数：1,1,3,4,1,可获得pt:5139,消耗LP:250,平均每LP获得pt:20.556000
排名：170,倍数：1,2,3,1,3,可获得pt:5138,消耗LP:250,平均每LP获得pt:20.552000
排名：171,倍数：1,1,4,2,2,可获得pt:5138,消耗LP:250,平均每LP获得pt:20.552000
排名：172,倍数：2,3,4,4,4,可获得pt:8733,消耗LP:425,平均每LP获得pt:20.548235
排名：173,倍数：3,2,1,4,4,可获得pt:7190,消耗LP:350,平均每LP获得pt:20.542857
排名：174,倍数：1,1,1,3,1,可获得pt:3595,消耗LP:175,平均每LP获得pt:20.542857
排名：175,倍数：3,1,3,3,4,可获得pt:7189,消耗LP:350,平均每LP获得pt:20.540000
排名：176,倍数：2,3,2,3,4,可获得pt:7189,消耗LP:350,平均每LP获得pt:20.540000
排名：177,倍数：2,2,3,4,3,可获得pt:7189,消耗LP:350,平均每LP获得pt:20.540000
排名：178,倍数：1,4,2,4,3,可获得pt:7189,消耗LP:350,平均每LP获得pt:20.540000
排名：179,倍数：2,2,4,2,4,可获得pt:7188,消耗LP:350,平均每LP获得pt:20.537143
排名：180,倍数：1,4,3,2,4,可获得pt:7188,消耗LP:350,平均每LP获得pt:20.537143
排名：181,倍数：1,3,4,3,3,可获得pt:7188,消耗LP:350,平均每LP获得pt:20.537143
排名：182,倍数：1,1,2,1,2,可获得pt:3594,消耗LP:175,平均每LP获得pt:20.537143
排名：183,倍数：3,1,1,2,4,可获得pt:5645,消耗LP:275,平均每LP获得pt:20.527273
排名：184,倍数：2,2,1,3,3,可获得pt:5645,消耗LP:275,平均每LP获得pt:20.527273
排名：185,倍数：2,1,2,4,2,可获得pt:5645,消耗LP:275,平均每LP获得pt:20.527273
排名：186,倍数：1,3,1,4,2,可获得pt:5645,消耗LP:275,平均每LP获得pt:20.527273
排名：187,倍数：2,2,2,1,4,可获得pt:5644,消耗LP:275,平均每LP获得pt:20.523636
排名：188,倍数：2,1,3,2,3,可获得pt:5644,消耗LP:275,平均每LP获得pt:20.523636
排名：189,倍数：1,4,1,1,4,可获得pt:5644,消耗LP:275,平均每LP获得pt:20.523636
